ensembl_gene_id	hgnc_symbol	logFC	logCPM	F	PValue	FDR
ENSG00000102897	LYRM1	0.437937017	4.143519741	6.587351667	0.030213609	0.059117072
ENSG00000102996	MMP15	1.336112758	4.128575482	6.012150021	0.036482677	0.068977654
ENSG00000103064	SLC7A6	0.442229841	5.134981365	6.746931581	0.028716283	0.056799028
ENSG00000103148	NPRL3	-0.826354772	3.493490737	6.058046935	0.035926437	0.068104331
ENSG00000103187	COTL1	0.712601572	5.765890536	6.255839511	0.033646488	0.064558522
ENSG00000103269	RHBDL1	0.865341833	0.170023219	6.14937595	0.034850591	0.066478314
ENSG00000103365	GGA2	0.586433964	6.94462776	6.380972323	0.032296522	0.062360837
ENSG00000103494	RPGRIP1L	-0.420527491	4.831678609	6.653742638	0.029579185	0.058103635
ENSG00000103550	KNOP1	-0.567292049	5.644370656	6.87691499	0.027564117	0.054932005
ENSG00000103855	CD276	0.574834672	6.369300231	6.203644797	0.034230242	0.065422354
ENSG00000104427	ZC2HC1A	-0.658423211	4.497821353	6.136752694	0.034996885	0.06672026
ENSG00000105193	RPS16	-1.094196146	6.911594314	6.915373201	0.02723425	0.05438524
ENSG00000105255	FSD1	-1.27333343	3.734603643	6.435501209	0.031729309	0.061429913
ENSG00000105323	HNRNPUL1	-0.725442373	6.969266395	6.101700377	0.035407133	0.067333931
ENSG00000105518	TMEM205	-0.453530858	4.529608787	6.111232595	0.03529498	0.067176529
ENSG00000105643	ARRDC2	-0.712135189	1.920597482	6.58134919	0.030271796	0.059184467
ENSG00000105877	DNAH11	-1.700435197	-0.770511967	5.994416998	0.036700453	0.06925576
ENSG00000105976	MET	-0.995285858	6.501467353	6.674100773	0.029387961	0.057835676
ENSG00000105983	LMBR1	-0.388850508	5.64577504	5.936072727	0.03742847	0.070329632
ENSG00000106125	MINDY4	-0.981268033	0.702322687	6.440425573	0.031678697	0.061357905
ENSG00000106609	TMEM248	0.340343262	6.660416198	6.358565768	0.032533239	0.062694359
ENSG00000106723	SPIN1	-0.448231668	7.01815549	6.910101363	0.027279178	0.054467029
ENSG00000107331	ABCA2	-0.797397627	4.817125202	6.075354616	0.035719419	0.067786839
ENSG00000107679	PLEKHA1	0.352167201	5.687836992	6.19285202	0.034352515	0.065637756
ENSG00000107937	GTPBP4	0.498735484	6.910149229	6.828518744	0.027986287	0.055635927
ENSG00000108094	CUL2	0.328285	5.707133304	6.512205512	0.030952185	0.060222854
ENSG00000108406	DHX40	-0.370308752	5.81092682	6.819987992	0.028061531	0.055753189
ENSG00000108468	CBX1	-0.692649388	6.964516975	6.677987904	0.029351623	0.057772452
ENSG00000108528	SLC25A11	0.48824968	5.518134679	6.320064308	0.032945046	0.063389983
ENSG00000108559	NUP88	-0.391579706	5.421580244	6.69127343	0.029227848	0.057570131
ENSG00000109184	DCUN1D4	-0.448892485	5.788284242	6.096882826	0.035463983	0.067432382
ENSG00000109501	WFS1	1.266243063	4.332438848	6.686185032	0.029275178	0.057655077
ENSG00000110048	OSBP	0.369034483	5.919685023	6.08278517	0.035630997	0.067656476
ENSG00000110324	IL10RA	1.464554301	-0.057434453	6.086516673	0.035586695	0.06758171
ENSG00000110583	NAA40	-0.357250938	4.976175672	6.799122369	0.02824663	0.056047885
ENSG00000110906	KCTD10	0.648711599	6.081845774	5.933123437	0.037465745	0.070370756
ENSG00000110917	MLEC	0.419092358	7.876837266	6.652088889	0.029594787	0.058125958
ENSG00000111237	VPS29	0.691423579	5.269192705	6.135699699	0.035009123	0.066734316
ENSG00000111371	SLC38A1	-0.46373477	7.772578903	6.563422617	0.030446401	0.059424201
ENSG00000111664	GNB3	-1.121901254	1.52487552	6.030317141	0.036261233	0.068625184
ENSG00000111775	COX6A1	0.558778539	6.157582538	5.931770284	0.037482863	0.070383632
ENSG00000111785	RIC8B	-0.426251735	4.370128853	5.988327528	0.03677561	0.069314452
ENSG00000111817	DSE	0.452042927	6.47290643	6.086882794	0.035582352	0.06758171
ENSG00000111843	TMEM14C	0.677056698	5.787375552	6.478781443	0.031287882	0.060746763
ENSG00000111880	RNGTT	-0.472355618	5.367626262	6.72487258	0.028917694	0.057098605
ENSG00000113248	PCDHB15	-0.93849923	1.237987912	5.984734307	0.036820047	0.069366926
ENSG00000113360	DROSHA	-0.789244495	5.538531208	6.497262287	0.031101713	0.060477953
ENSG00000113593	PPWD1	-0.624254463	4.943217149	6.141943236	0.034936638	0.066614661
ENSG00000113812	ACTR8	0.414285143	5.219206987	6.37196579	0.032391415	0.062517664
ENSG00000114279	FGF12	-2.138903418	0.104479803	6.564823726	0.030432709	0.059405931
ENSG00000114573	ATP6V1A	0.403584216	6.312926892	5.880689262	0.038136226	0.071337053
ENSG00000115129	TP53I3	0.821358448	6.221558356	5.922811112	0.037596445	0.070565771
ENSG00000115233	PSMD14	0.603117119	6.549671446	6.693954544	0.029202948	0.057545875
ENSG00000116288	PARK7	0.610904407	6.675614141	6.720793192	0.028955132	0.057139628
ENSG00000116761	CTH	-0.842943592	1.561705398	6.174596858	0.034560568	0.065989326
ENSG00000116791	CRYZ	-0.719404337	2.869493082	5.864829499	0.03834196	0.071682794
ENSG00000116863	ADPRHL2	0.547299558	4.571220665	6.808554959	0.028162767	0.055921927
ENSG00000117143	UAP1	0.736406176	5.669795933	6.181358171	0.034483328	0.065851011
ENSG00000117305	HMGCL	0.708770334	4.089187281	6.429043744	0.031795832	0.061541332
ENSG00000118507	AKAP7	0.72372301	3.11171459	6.661394757	0.029507128	0.058020252
ENSG00000118997	DNAH7	1.119593505	1.582953776	6.609197118	0.030003011	0.058784645
ENSG00000119138	KLF9	2.011553076	3.516160905	5.990688868	0.036746443	0.069285356
ENSG00000119844	AFTPH	-0.430767953	4.617039035	6.600050347	0.030090967	0.058923311
ENSG00000119878	CRIPT	0.607074773	4.039562426	5.931995631	0.037480012	0.070383632
ENSG00000119929	CUTC	0.536783146	3.715130648	6.651529808	0.029600063	0.058127998
ENSG00000120800	UTP20	-0.572525042	5.995642545	6.339933677	0.032731723	0.063023729
ENSG00000120899	PTK2B	1.40482183	2.594178698	5.993060314	0.036717181	0.069258742
ENSG00000121318	TAS2R10	-1.439578636	-0.211829971	6.805116344	0.028193303	0.055966359
ENSG00000122678	POLM	-0.511354424	3.054583731	6.692193227	0.029219303	0.057561565
ENSG00000122729	ACO1	0.567251368	6.301349893	6.162155753	0.034703256	0.066234112
ENSG00000123106	CCDC91	0.453841976	4.028244431	6.400606632	0.032090846	0.06201608
ENSG00000123119	NECAB1	2.658661134	0.409387649	6.557385767	0.030505481	0.059514107
ENSG00000123388	HOXC11	2.642061068	1.319963566	6.658620113	0.029533231	0.058051797
ENSG00000123427	EEF1AKMT3	-0.705813532	2.846066045	6.730613211	0.028865111	0.057027614
ENSG00000123560	PLP1	-2.234025767	1.82626406	6.496323445	0.031111138	0.060480651
ENSG00000124214	STAU1	0.330978345	6.489218224	6.514891536	0.030925402	0.06020013
ENSG00000124225	PMEPA1	1.047926712	5.077789813	5.958144832	0.037150962	0.069894356
ENSG00000124299	PEPD	0.540749292	4.447774466	6.215684776	0.034094476	0.06522649
ENSG00000124784	RIOK1	-0.485939944	4.673084975	6.885407827	0.027490847	0.054793949
ENSG00000124786	SLC35B3	0.675467948	3.662290429	6.344048769	0.032687757	0.062956748
ENSG00000124839	RAB17	-0.835173493	0.951906143	6.755380086	0.028639604	0.056663703
ENSG00000125676	THOC2	-0.488457149	6.76851485	6.118348379	0.035211546	0.067036333
ENSG00000125821	DTD1	0.535873093	4.63806583	6.414676401	0.03194446	0.061802843
ENSG00000125835	SNRPB	-0.74877393	6.473558385	5.894459178	0.037958714	0.071053449
ENSG00000125841	NRSN2	0.527424017	4.377307552	6.44793911	0.031601665	0.061234643
ENSG00000125845	BMP2	1.214944716	0.840139517	6.540478244	0.030671706	0.05978738
ENSG00000125901	MRPS26	-0.514044062	4.314109321	6.613177681	0.029964833	0.058735012
ENSG00000125995	ROMO1	0.792649057	5.04671325	6.653755193	0.029579067	0.058103635
ENSG00000126767	ELK1	0.617206493	4.62784961	6.01639684	0.036430761	0.068898491
ENSG00000126804	ZBTB1	-0.406594643	6.02761581	6.412190622	0.031970262	0.06184404
ENSG00000127666	TICAM1	1.105579563	1.371949968	6.493977975	0.031134698	0.060509301
ENSG00000128159	TUBGCP6	-0.505289303	5.425089063	6.791365073	0.028315831	0.056160823
ENSG00000128228	SDF2L1	1.182870254	2.939488853	6.07261227	0.035752121	0.067839514
ENSG00000128463	EMC4	0.50528648	5.589970425	6.902490765	0.027344199	0.054557146
ENSG00000128652	HOXD3	-1.918053767	4.396276566	6.076883624	0.035701202	0.067761642
ENSG00000128655	PDE11A	-2.215216783	4.417833344	6.242538965	0.033794062	0.064796359
ENSG00000128699	ORMDL1	0.496320315	5.514853563	5.934206823	0.037452047	0.07035466
ENSG00000129009	ISLR	1.039831616	4.180508059	6.044382114	0.036090937	0.068350046
ENSG00000129946	SHC2	-0.876785397	4.990935199	6.0109319	0.036497585	0.068996331
ENSG00000130332	LSM7	-0.443503953	4.519131328	6.382929186	0.03227595	0.062332246
ENSG00000130559	CAMSAP1	-0.379399387	6.962550361	6.751963878	0.028670579	0.056716807
ENSG00000130822	PNCK	-1.125779349	0.290062902	6.303573133	0.033123411	0.063679583
ENSG00000131773	KHDRBS3	0.823839854	2.409472969	6.04610547	0.03607014	0.068320092
ENSG00000131779	PEX11B	0.405518026	3.813025242	6.091026799	0.03553324	0.067517587
ENSG00000132003	ZSWIM4	-0.884307505	3.109342421	6.472707402	0.031349372	0.060848922
ENSG00000132507	EIF5A	0.696157799	7.761808784	6.00045597	0.036626109	0.069144004
ENSG00000132694	ARHGEF11	-0.611073589	5.905487431	6.629509972	0.029808818	0.058487707
ENSG00000132763	MMACHC	-0.695640817	3.299733045	6.289502721	0.033276542	0.063913009
ENSG00000133169	BEX1	-1.361972073	1.289035861	6.081781667	0.035642922	0.067660388
ENSG00000133424	LARGE1	-0.71896274	4.657852996	5.968158579	0.037025905	0.069678192
ENSG00000133731	IMPA1	0.770878325	4.416409911	6.707319975	0.029079211	0.057326751
ENSG00000133961	NUMB	0.365129314	4.883925501	6.444526498	0.031636624	0.061285068
ENSG00000134056	MRPS36	0.713286034	4.10168159	6.231445042	0.033917768	0.064979893
ENSG00000134291	TMEM106C	0.454603805	5.044071436	6.452168882	0.031558402	0.061168094
ENSG00000134602	STK26	-1.08280051	7.965541223	6.154485907	0.034791587	0.066384225
ENSG00000135414	GDF11	0.718884216	4.580041679	6.620302629	0.029896648	0.058618112
ENSG00000135637	CCDC142	-0.536307839	2.998642448	5.954716141	0.037193902	0.069965545
ENSG00000135829	DHX9	-0.691706537	8.24392504	6.864446909	0.02767212	0.055115212
ENSG00000136068	FLNB	0.459901659	7.019124321	5.842121917	0.038638934	0.072159327
ENSG00000136147	PHF11	0.629229847	2.565559495	6.287419953	0.033299284	0.063937049
ENSG00000136205	TNS3	0.834064001	6.297247384	5.992515642	0.0367239	0.069261891
ENSG00000136436	CALCOCO2	0.580137627	5.370484918	6.470339886	0.031373379	0.060878291
ENSG00000137210	TMEM14B	0.859111447	5.114428048	6.81726241	0.028085624	0.055784898
ENSG00000137575	SDCBP	0.811202389	6.798904028	6.095366112	0.035481905	0.067448072
ENSG00000137821	LRRC49	-0.708918225	3.576672891	6.009368944	0.036516725	0.069023
ENSG00000138594	TMOD3	0.413166034	6.257020402	6.538464522	0.030691579	0.059815964
ENSG00000138646	HERC5	-0.822880148	2.446432329	6.282985709	0.033347766	0.064021176
ENSG00000139117	CPNE8	-2.110734557	2.36686096	6.460505947	0.031473344	0.061037729
ENSG00000139514	SLC7A1	0.54770058	5.533726824	6.248481993	0.033728023	0.064687821
ENSG00000139719	VPS33A	0.42101453	4.40343556	6.166272178	0.034655964	0.066162262
ENSG00000139726	DENR	0.524184181	6.536920915	6.543851933	0.030638449	0.05973104
ENSG00000139832	RAB20	1.298095141	0.994456517	6.118863581	0.035205515	0.067036333
ENSG00000141279	NPEPPS	0.398544404	7.432048921	6.015778374	0.036438316	0.068903278
ENSG00000141295	SCRN2	0.482714338	4.07227379	5.90253947	0.037855026	0.070917426
ENSG00000141873	SLC39A3	0.78235281	3.079548871	5.846076754	0.038587007	0.072081979
ENSG00000142082	SIRT3	-0.44590072	3.589994557	6.814322362	0.028111642	0.055828491
ENSG00000142330	CAPN10	-0.396232616	4.104709032	6.508551424	0.030988667	0.060285284
ENSG00000142507	PSMB6	0.796218381	6.149127919	6.437807177	0.031705596	0.061392668
ENSG00000142694	EVA1B	1.118408139	2.949082519	6.51396267	0.03093466	0.06020013
ENSG00000142794	NBPF3	0.427721233	3.721833569	6.230982051	0.033922943	0.064979893
ENSG00000143195	ILDR2	1.734194831	2.180118389	6.008860141	0.036522958	0.069025271
ENSG00000143418	CERS2	-0.457178888	6.074164375	6.417414657	0.031916067	0.061756621
ENSG00000143420	ENSA	-0.400779473	6.431899623	6.739062041	0.028787936	0.056911298
ENSG00000143458	GABPB2	-0.423638183	3.702980291	6.827273339	0.027997256	0.055649669
ENSG00000143553	SNAPIN	0.384675888	4.330392674	6.327573109	0.032864227	0.0632611
ENSG00000143776	CDC42BPA	0.454494577	6.87323743	6.214821282	0.034104191	0.065235976
ENSG00000144034	TPRKB	-0.549407079	4.175705448	6.737779897	0.028799631	0.056922845
ENSG00000144120	TMEM177	-0.636299687	3.078912973	6.108765521	0.035323965	0.067213042
ENSG00000144199	FAHD2B	-0.542295489	2.96585516	6.082113545	0.035638978	0.067660388
ENSG00000144214	LYG1	-1.068386432	-0.098820383	6.82570016	0.02801112	0.055668529
ENSG00000144355	DLX1	1.674776001	0.250605277	6.595547252	0.030134386	0.058983073
ENSG00000144644	GADL1	-1.399209704	2.703216163	6.409262118	0.032000693	0.061885452
ENSG00000145332	KLHL8	-0.470372361	5.146192536	6.459317933	0.031485447	0.06105257
ENSG00000145337	PYURF	0.515336421	5.40316588	5.859138404	0.038416122	0.071801872
ENSG00000145736	GTF2H2	-0.661221773	3.677816988	6.891591105	0.027437655	0.054719732
ENSG00000145868	FBXO38	0.343794008	5.819638064	6.356239412	0.03255794	0.062733145
ENSG00000146021	KLHL3	1.143892674	3.532659215	6.83595421	0.027920908	0.055522049
ENSG00000146250	PRSS35	0.924003617	2.018877523	6.191538558	0.034367433	0.065650139
ENSG00000146963	LUC7L2	-0.383299825	5.220026586	6.321744157	0.032926944	0.063372932
ENSG00000147416	ATP6V1B2	0.372172551	5.830455937	5.922349042	0.037602314	0.070565771
ENSG00000147457	CHMP7	0.395276461	5.162176615	6.218229696	0.034065865	0.065189937
ENSG00000147576	ADHFE1	1.41597265	0.398013703	5.840152322	0.038664827	0.072178203
ENSG00000148218	ALAD	0.863794726	5.14806732	6.825275762	0.028014862	0.055668529
ENSG00000148634	HERC4	0.560035225	6.300493806	6.58712789	0.030215776	0.059117072
ENSG00000148798	INA	0.753080276	2.445234131	6.360552563	0.032512163	0.062668719
ENSG00000149930	TAOK2	0.516612819	5.692069014	6.735490402	0.02882053	0.056955944
ENSG00000151239	TWF1	0.749576712	6.272508508	6.114243821	0.035259643	0.067118585
ENSG00000151611	MMAA	0.59394368	3.232730611	6.053182309	0.035984892	0.068196292
ENSG00000151883	PARP8	-0.542490864	5.213371768	6.711290754	0.029042574	0.057262756
ENSG00000151893	CACUL1	0.328828725	6.535736179	6.094658115	0.035490274	0.067454634
ENSG00000151948	GLT1D1	-1.566581114	0.004003898	6.062790917	0.035869546	0.068017132
ENSG00000152402	GUCY1A2	2.213388755	5.419383103	6.364860199	0.032466524	0.062627382
ENSG00000152795	HNRNPDL	-0.907708082	8.698726646	6.711768157	0.029038173	0.057262756
ENSG00000152818	UTRN	0.487254285	7.750513386	6.731256813	0.028859223	0.057024195
ENSG00000152904	GGPS1	0.486825649	5.051474478	6.482404799	0.031251273	0.060692866
ENSG00000153037	SRP19	0.756307479	4.691934604	6.034959128	0.036204918	0.068546979
ENSG00000154370	TRIM11	-0.533844324	3.614061517	6.455485956	0.031524526	0.061111069
ENSG00000155827	RNF20	0.340593431	6.144433737	5.906970917	0.037798311	0.070866243
ENSG00000155849	ELMO1	-0.99308664	2.614829384	6.775252679	0.028460238	0.056392153
ENSG00000155970	MICU3	0.753158321	3.889517021	6.118750185	0.035206842	0.067036333
ENSG00000156030	ELMSAN1	-0.876323772	6.50200374	5.944757684	0.037318969	0.07017194
ENSG00000156050	FAM161B	0.621352323	3.068116528	5.882577491	0.038111823	0.071310855
ENSG00000156469	MTERF3	-0.43927298	3.946917872	6.664558837	0.029477397	0.057970101
ENSG00000156521	TYSND1	-0.59114056	3.177286462	6.367299831	0.032440712	0.062589325
ENSG00000156875	MFSD14A	-0.43884515	5.844634529	5.919722496	0.0376357	0.070602968
ENSG00000156968	MPV17L	-0.958804509	1.686680354	6.12487959	0.035135182	0.066928105
ENSG00000157181	ODR4	-0.346632824	5.067515026	6.928688682	0.027121181	0.054196613
ENSG00000157350	ST3GAL2	-0.493406086	5.303699289	6.716101328	0.028998266	0.057216516
ENSG00000157540	DYRK1A	0.444663878	7.255790117	6.195106621	0.034326928	0.065598003
ENSG00000157837	SPPL3	-0.475087872	4.521860904	6.523849811	0.030836284	0.060065509
ENSG00000157870	PRXL2B	-0.484655447	4.142795576	6.770880827	0.028499578	0.056443648
ENSG00000157911	PEX10	0.576383663	4.113153358	6.597874259	0.030111939	0.058947548
ENSG00000158106	RHPN1	-1.906534304	2.004070244	6.4801416	0.031274134	0.060728665
ENSG00000158321	AUTS2	-1.358889349	5.885541495	6.775140863	0.028461243	0.056392153
ENSG00000158528	PPP1R9A	-0.993434232	6.122341542	6.788878431	0.028338058	0.056188659
ENSG00000158623	COPG2	-0.472911663	4.349172759	6.862123315	0.027692305	0.055147409
ENSG00000159147	DONSON	-0.596016486	3.986464976	6.582840603	0.030257325	0.059164609
ENSG00000159840	ZYX	0.941466721	6.161044771	6.107921909	0.035333883	0.067222589
ENSG00000159882	ZNF230	-0.72528989	2.524860247	5.891623153	0.037995189	0.071112022
ENSG00000160191	PDE9A	-1.971308323	2.789583256	6.659144798	0.029528293	0.058051797
ENSG00000160284	SPATC1L	-0.69561417	3.204064347	6.222967806	0.034012675	0.065124493
ENSG00000160877	NACC1	0.90860373	5.625311616	6.578117266	0.030303183	0.059228948
ENSG00000161671	EMC10	0.700931347	6.270196283	6.055277712	0.035959698	0.068157964
ENSG00000161847	RAVER1	-1.385265319	2.844380723	6.188541837	0.034401498	0.065703891
ENSG00000161920	MED11	0.577061128	3.195856141	6.869130288	0.027631489	0.055058271
ENSG00000161999	JMJD8	0.466631027	4.722741435	6.486384322	0.031211127	0.060623482
ENSG00000162076	FLYWCH2	0.586885781	3.722678138	5.85814897	0.038429033	0.071816219
ENSG00000162426	SLC45A1	1.134491394	-0.096364386	6.340496088	0.03272571	0.063020997
ENSG00000162572	SCNN1D	-0.952833946	1.421835375	6.768741383	0.028518854	0.056462152
ENSG00000162869	PPP1R21	0.365830979	3.98622016	5.839518556	0.038673164	0.072183941
ENSG00000162885	B3GALNT2	0.336851368	4.639129637	5.8681885	0.038298272	0.071610877
ENSG00000163617	CCDC191	-0.895680664	2.439275764	6.458708159	0.031491662	0.061055989
ENSG00000163701	IL17RE	-0.940281346	-0.980630147	5.90119865	0.037872208	0.070936169
ENSG00000163738	MTHFD2L	-0.343855596	4.303710318	6.218864619	0.034058731	0.065189937
ENSG00000163743	RCHY1	-0.777583846	4.669219027	6.394006197	0.032159806	0.062140591
ENSG00000163848	ZNF148	0.36461149	6.830593056	6.489729683	0.031177428	0.060566602
ENSG00000163884	KLF15	-1.675442996	0.013263453	5.970938115	0.036991286	0.069622595
ENSG00000163939	PBRM1	-0.41831996	7.20634007	6.837494588	0.027907387	0.055511257
ENSG00000164161	HHIP	1.778451334	2.726938099	6.680868512	0.029324731	0.057736839
ENSG00000164188	RANBP3L	1.068553724	1.728464103	6.665578583	0.029467823	0.057959583
ENSG00000164244	PRRC1	0.369427134	6.518248187	5.971821823	0.036980288	0.069611446
ENSG00000164306	PRIMPOL	-0.751359363	3.881515722	6.758885024	0.028607868	0.056609077
ENSG00000164342	TLR3	1.269267273	2.118732075	6.12155149	0.035174069	0.066992877
ENSG00000164406	LEAP2	-1.184896348	0.125261228	6.210424348	0.034153712	0.065303382
ENSG00000164442	CITED2	-0.637498479	5.58135344	6.867018817	0.027649798	0.055086108
ENSG00000164609	SLU7	0.432486676	5.38189341	6.379516139	0.032311841	0.062372856
ENSG00000164615	CAMLG	-0.596664207	5.55205229	6.420867881	0.031880304	0.061696125
ENSG00000164941	INTS8	-0.538901796	5.66791553	6.894260469	0.027414731	0.054681963
ENSG00000165046	LETM2	-0.662915926	1.190837483	6.132248508	0.035049269	0.06680156
ENSG00000165156	ZHX1	-0.404485047	5.990844914	6.800186141	0.028237157	0.056045302
ENSG00000165264	NDUFB6	0.713612224	4.887186835	6.905573614	0.027317838	0.054512479
ENSG00000165417	GTF2A1	0.385590205	6.097799142	6.281866338	0.033360019	0.064035737
ENSG00000165609	NUDT5	-0.696630546	5.218628088	6.006335225	0.03655391	0.069045716
ENSG00000165943	MOAP1	0.535529937	5.591721814	6.345337498	0.032674003	0.062939095
ENSG00000166165	CKB	0.635484116	7.576749155	6.765197399	0.02855082	0.056508941
ENSG00000166166	TRMT61A	0.586537622	3.719294876	6.497492645	0.031099401	0.060477953
ENSG00000166263	STXBP4	-0.558127036	4.165491812	6.041221554	0.036129118	0.068412908
ENSG00000166349	RAG1	1.352065913	2.43306524	6.096480564	0.035468735	0.067432382
ENSG00000166377	ATP9B	-0.692623209	5.180590779	6.62274728	0.029873297	0.058597456
ENSG00000167088	SNRPD1	-0.870070499	5.905935571	5.909467303	0.037766408	0.070819114
ENSG00000167112	TRUB2	0.390851763	4.627829297	6.720915937	0.028954005	0.057139628
ENSG00000167114	SLC27A4	0.583940488	4.262405733	6.701814796	0.029130099	0.057418819
ENSG00000167524	RSKR	-1.53084958	1.233839944	6.617895877	0.029919659	0.058654846
ENSG00000167550	RHEBL1	-1.141685656	-0.141539586	6.28942002	0.033277445	0.063913009
ENSG00000167578	RAB4B	0.64938998	1.590731802	6.819229507	0.028068233	0.055758429
ENSG00000167595	PROSER3	-1.193973269	2.491983397	6.632801293	0.0297775	0.058442977
ENSG00000167799	NUDT8	-0.968358614	0.855785732	6.127376342	0.035106043	0.066881889
ENSG00000167900	TK1	-1.618194052	3.827502352	6.712970261	0.029027096	0.057262756
ENSG00000168256	NKIRAS2	0.510518241	5.579879829	6.206925361	0.034193183	0.065369741
ENSG00000168701	TMEM208	0.854067002	3.891909882	6.298027214	0.033183664	0.063786479
ENSG00000169087	HSPBAP1	-0.619012221	2.728021253	6.583794491	0.030248075	0.059154953
ENSG00000169432	SCN9A	0.711884473	4.681308328	6.002881014	0.036596307	0.069098829
ENSG00000169891	REPS2	-0.491050803	3.45563982	6.064466831	0.035849475	0.068005428
ENSG00000169895	SYAP1	0.494681439	6.854518078	6.225893912	0.033979879	0.06507078
ENSG00000170891	CYTL1	1.906569395	2.555568486	6.560210941	0.030477815	0.05947705
ENSG00000171204	TMEM126B	0.510314572	4.453497779	6.367156036	0.032442232	0.062589325
ENSG00000171227	TMEM37	-2.329441911	0.693282826	6.445365056	0.031628029	0.061277073
ENSG00000171634	BPTF	-0.829677379	7.457388886	6.380023639	0.032306501	0.062371326
ENSG00000171680	PLEKHG5	1.222919599	6.041262627	6.521113651	0.03086347	0.060098353
ENSG00000171843	MLLT3	0.785502291	6.257359751	6.937604091	0.027045799	0.054071889
ENSG00000172020	GAP43	1.374449541	2.398415927	6.092369259	0.035517349	0.067496741
ENSG00000172071	EIF2AK3	-0.458446008	4.736720532	6.407405223	0.032020008	0.061914075
ENSG00000172115	CYCS	0.837023647	7.409420486	6.49690091	0.031105341	0.060477953
ENSG00000172469	MANEA	-0.69716001	4.222001909	6.578603278	0.03029846	0.059228157
ENSG00000172590	MRPL52	0.442333439	4.496225155	5.905269366	0.037820076	0.070890678
ENSG00000172731	LRRC20	-0.885442847	3.596185353	6.656732668	0.029551004	0.058073226
ENSG00000172831	CES2	0.447498882	5.131951138	6.769920174	0.028508231	0.056452636
ENSG00000172943	PHF8	-0.556953979	4.304626303	6.26172804	0.033581408	0.064442666
ENSG00000173209	AHSA2P	-0.573977039	6.000024957	6.026789615	0.0363041	0.068687357
ENSG00000173226	IQCB1	-0.558533396	4.982736709	6.248667558	0.033725964	0.064687821
ENSG00000173267	SNCG	1.518969704	0.252963152	6.495111041	0.031123313	0.060495747
ENSG00000173598	NUDT4	0.655383545	6.95789251	6.538108727	0.030695092	0.059815964
ENSG00000173812	EIF1	-0.411824183	7.076730205	6.034474745	0.03621079	0.068548634
ENSG00000174007	CEP19	-0.660161937	2.179965849	6.006767491	0.036548609	0.069045716
ENSG00000174028	FAM3C2	1.979434363	0.457610745	6.571911348	0.030363565	0.059304717
ENSG00000174243	DDX23	-0.403591996	6.406963163	6.935057152	0.027067308	0.054107003
ENSG00000175787	ZNF169	-0.943104711	2.184727352	6.909616087	0.027283318	0.054467367
ENSG00000175931	UBE2O	-0.611028089	5.42115181	6.577043365	0.030313621	0.059233492
ENSG00000176393	RNPEP	0.512967841	5.1201171	6.647722656	0.029636026	0.058190291
ENSG00000176410	DNAJC30	0.753331082	3.067660737	6.292104022	0.033248166	0.063892559
ENSG00000176783	RUFY1	-0.435766505	4.561743804	6.584835746	0.030237981	0.059143645
ENSG00000176933	TOB2P1	-1.221427543	-0.993164949	5.840679387	0.038657896	0.072175086
ENSG00000176945	MUC20	-1.306170111	1.158294489	6.2201796	0.034043963	0.065175302
ENSG00000177058	SLC38A9	-0.360673323	4.204527977	6.572720367	0.030355685	0.059297769
ENSG00000177103	DSCAML1	-1.238690171	0.176915902	6.460965396	0.031468665	0.061037284
ENSG00000177485	ZBTB33	-0.384521166	5.540923394	6.160699734	0.034720003	0.066256856
ENSG00000177556	ATOX1	0.922116585	4.560557969	6.163147957	0.03469185	0.066221556
ENSG00000177685	CRACR2B	1.336991913	0.671175568	6.248686467	0.033725754	0.064687821
ENSG00000178381	ZFAND2A	0.837672633	2.876390768	6.88895423	0.027460323	0.05474902
ENSG00000178752	ERFE	-1.363858915	1.132036025	6.638191205	0.0297263	0.058350838
ENSG00000179348	GATA2	1.605019142	1.2266015	6.246699437	0.033747814	0.064716729
ENSG00000179532	DNHD1	-1.086938315	3.834432633	6.191438638	0.034368568	0.065650139
ENSG00000179841	AKAP5	-1.073903306	1.296409855	6.521730743	0.030857336	0.060097981
ENSG00000179912	R3HDM2	-0.777555651	4.387009494	6.711372345	0.029041822	0.057262756
ENSG00000179943	FIZ1	-0.867274597	2.884330252	6.062709582	0.035870521	0.068017132
ENSG00000180008	SOCS4	0.574598808	6.036614366	6.309340466	0.033060897	0.063568309
ENSG00000180228	PRKRA	0.330683675	5.53747926	6.742561536	0.028756046	0.056861277
ENSG00000180340	FZD2	-0.645134427	4.897113657	6.567758929	0.030404051	0.059358436
ENSG00000180530	NRIP1	0.500442759	7.402228609	6.72993693	0.028871299	0.057031626
ENSG00000180628	PCGF5	-0.404079222	6.041192039	5.991852498	0.036732081	0.069267798
ENSG00000180758	GPR157	0.849829784	2.946067817	6.795106332	0.02828243	0.056110803
ENSG00000180884	ZNF792	-0.676511153	2.23214762	5.941666628	0.037357896	0.070235506
ENSG00000180964	TCEAL8	0.698681176	7.246925272	6.544146041	0.030635551	0.05973104
ENSG00000181104	F2R	1.222694859	5.495921377	6.362431338	0.032492248	0.062659379
ENSG00000181827	RFX7	-1.030772957	5.491081977	5.921589298	0.037611968	0.070568097
ENSG00000182287	AP1S2	0.519526707	6.30727844	6.530283594	0.030772477	0.059949733
